Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
EZH2 SIRNA HUVEC HUMAN GSE87534 RNASEQ DOWN	10/217	0.6137883497027514	0.8264327607108819	0	0	0.9451424668815973	0.4613288749315639	EEF1A1;HSPA9;RBM3;GRN;IPO9;CAVIN1;XRCC5;CDC37;PABPC1;LAMC1
EGR2 KD MOUSE GSE53388 CREEDSID GENE 2344 DOWN	5/109	0.61594827114294	0.8287690186206041	0	0	0.9408559382706229	0.45593153781895096	ZIC2;P2RY1;HOXC8;HOXD9;HOXD10
REST INHIBITION HUMAN GSE40695 CREEDSID GENE 1710 UP	12/261	0.6197180953374279	0.8326928402226735	0	0	0.9427208835341365	0.45108307109180307	NT5DC1;SLC44A1;MGAT4A;MYCBP2;B3GALT1;TMTC2;COMMD3;ENO2;XKR4;KIAA0825;NAALADL2;ATG2B
NEUROG1 OE HUMAN GSE18296 CREEDSID GENE 1426 UP	12/261	0.6197180953374279	0.8326928402226735	0	0	0.9427208835341365	0.45108307109180307	ACBD7;DLX2;CDH3;PRKAR2B;SCFD2;CHDH;PCDH7;TMTC2;SEMA3E;GLCCI1;SLC5A3;MRPS6
EPAS1 KD HUMAN GSE54360 CREEDSID GENE 2882 DOWN	13/284	0.6276838621389588	0.842815702018657	0	0	0.9382505608163485	0.4369607784481158	CSTB;CPT1A;ANKRD27;GDF15;ATP5F1E;TMEM123;DAD1;TIMP2;CKS2;CTSD;RPS24;CTSC;RABL6
ZEB2 SHRNA H1 HUMAN GSE69618 DAY2 RNASEQ DOWN	1/20	0.6309773781146357	0.8466553402349755	0	0	1.030353948723508	0.47446281414275815	TUBA1B
IRF8 KO MOUSE GSE24972 CREEDSID GENE 2997 DOWN	8/177	0.6334938331529699	0.8494477446607864	0	0	0.9260723317537872	0.42275666261807165	ATP5IF1;PRDX2;TMEM256;FBXO48;CALR;KBTBD7;SLC5A3;MZT1
IRF9 KD HUMAN GSE50588 CREEDSID GENE 2809 DOWN	12/264	0.6354287952134575	0.8505330068176891	0	0	0.9313492063492064	0.42232517782149837	SAR1A;ACOX1;CAT;NMT1;SLC39A11;DDX51;SEMA3E;LRRC8A;KIF11;REXO2;GART;PPIC
SPDEF KD HUMAN GSE40985 CREEDSID GENE 2606 UP	16/350	0.635611032260477	0.8505330068176891	0	0	0.9367374038533811	0.42449987223805946	PPP1R15A;EGR1;TNFRSF12A;GDF15;HLA-A;SHISA2;IFI30;PDLIM1;RCN1;CDH3;BAMBI;SESN2;COTL1;PLS3;MYH9;LAP3
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 965 DOWN	16/350	0.635611032260477	0.8505330068176891	0	0	0.9367374038533811	0.42449987223805946	ABCC4;SDF2L1;GDF15;NDUFA4;GSTP1;RAB1B;GP2;SLC39A11;RTL6;ENO2;PRDX6;UCHL1;PRKAR2B;ME1;PDK2;ARF5
ZXDC DEPLET MOUSE GSE45417 CREEDSID GENE 1257 DOWN	13/286	0.6376957818420045	0.8521537468313362	0	0	0.931277620537266	0.4189761582409601	FEN1;SLC35B4;DHX9;SLC5A3;GJA1;SPCS2;IPO9;PRKAR2B;PXMP2;UTP20;KCTD12;ITGB3BP;SPC25
NR2C2 KO HUMAN GSE52452 CREEDSID GENE 2714 DOWN	13/286	0.6376957818420045	0.8521537468313362	0	0	0.931277620537266	0.4189761582409601	GDF15;MRPL46;PKIB;PRKAR2B;BAMBI;SCD;STC2;MGAT4A;NFE2L3;TIMM17A;CYP1B1;CYSTM1;PLA2R1
MYC ACTIVATION MOUSE GSE4356 CREEDSID GENE 753 DOWN	8/178	0.639770642019101	0.8543412201090117	0	0	0.9205760312423724	0.41117117739234094	TTC14;PURA;RCN2;COL4A1;SLC20A1;RUFY3;RSRP1;ENO2
MECP2 KO MOUSE GSE8720 CREEDSID GENE 2414 UP	9/200	0.6409117700620701	0.8546950535824325	0	0	0.9217106228898566	0.41003539132916955	RBM3;RCN1;MAF;PPP1R14C;COL4A2;COL4A1;GTF3A;RELL1;GLUL
REST KD MOUSE GSE28141 CREEDSID GENE 1331 DOWN	9/200	0.6409117700620701	0.8546950535824325	0	0	0.9217106228898566	0.41003539132916955	SPAG7;TNFRSF12A;GDF15;CISD1;ID4;TIMP2;NCAPD2;LAP3;IFI30
NR1I3 KNOCKIN BACKGROUND MOUSE GSE40120 CREEDSID GENE 3071 DOWN	10/222	0.6423363156534709	0.855711867040708	0	0	0.9226062056250736	0.408385415139416	GBP6;RBM3;STEAP4;B3GALT1;CAT;PLS3;CYCS;MCOLN2;GLI3;NUP160
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 963 DOWN	17/373	0.6425514532109878	0.855711867040708	0	0	0.9336549208776986	0.4129633979604704	WDR83OS;ECHS1;SDF2L1;CAVIN1;GDF15;NDUFA4;RAB1B;PRDX6;RNF5;TMEM154;SPR;GNB2;ME1;NPTX1;CTSD;ARF5;YWHAG
FOXA1 OE HUMAN GSE49153 CREEDSID GENE 2963 DOWN	11/244	0.6439567879952206	0.8569984265884552	0	0	0.9233273637528862	0.40637821364894544	TIMM8B;GADD45GIP1;OR10H1;USP49;PSMA2;MRPS36;SEMA3E;MSX1;HOXC9;DYNLL2;COA6
ATF6B KO MOUSE GSE35651 CREEDSID GENE 2659 UP	8/179	0.6459866411489885	0.8585285673580902	0	0	0.9151440149474654	0.3998963872367717	GRN;MEX3A;USP49;GREB1;DDX23;TEX15;HOXD11;HOXD10
ARNTL KO MOUSE GSE27079 CREEDSID GENE 2710 UP	8/179	0.6459866411489885	0.8585285673580902	0	0	0.9151440149474654	0.3998963872367717	CCNA2;MARCKS;TNFRSF12A;TIMP2;CPE;TEX15;HDHD3;SPC25
MECP2 KO MOUSE GSE8720 CREEDSID GENE 2414 DOWN	11/245	0.6492685662731098	0.8623029086445454	0	0	0.919332604036038	0.39706787155518386	GCDH;LRRC59;TNFRSF12A;MORN2;LIX1L;CCDC59;TONSL;CKS2;IRS4;YDJC;ARF5
GATA4 OE A549 HUMAN GSE85001 RNASEQ UP	4/91	0.6511711165115766	0.8642413934109429	0	0	0.8996390234634749	0.38592968484345264	MYH9;CYSTM1;TLN1;RTN4
IRF9 OE HUMAN GSE50002 CREEDSID GENE 1659 UP	8/180	0.6521409963740403	0.8643526385365167	0	0	0.9097751616327319	0.38892386721495925	TMEM223;STEAP4;P2RY1;TIMP2;SLC39A11;RFLNB;CTSD;TOMM5
SATB1 KO MOUSE GSE44107 CREEDSID GENE 1504 UP	8/180	0.6521409963740403	0.8643526385365167	0	0	0.9097751616327319	0.38892386721495925	COIL;RPS25;PCID2;ENTPD4;TBC1D7;SLC5A3;RPAP2;NAALADL2
STAT1 KO MOUSE GSE33057 CREEDSID GENE 1529 UP	11/246	0.6545369855968897	0.866939347521746	0	0	0.9153718422742267	0.38795947162585576	DLX2;RNASEH2A;ZIC2;ZIC3;GREB1;FRG1;GP2;CKS2;GAS1;COX7C;SP9
SP3 KD HUMAN GSE50588 CREEDSID GENE 2787 UP	13/290	0.6572977058110444	0.8694154739236255	0	0	0.9176338168142959	0.38505588170806576	GABARAPL2;RMI2;MRPL19;SNX22;TUBG1;INHBE;PAGR1;SHQ1;KLF9;CYP1B1;ZNF689;VPS25;YWHAH
HOXA10 KO MOUSE GSE6439 CREEDSID GENE 1535 UP	13/290	0.6572977058110444	0.8694154739236255	0	0	0.9176338168142959	0.38505588170806576	YWHAE;MRPS15;FEN1;PARP1;SLC20A1;DDX52;SPR;GRWD1;PIGK;CKS2;ZSCAN12;MTREX;SOX4
FOXO1 KO MOUSE GSE40655 CREEDSID GENE 508 UP	14/312	0.6588601906542229	0.8708917560747891	0	0	0.9185103193173698	0.3832428469039521	GBP6;GINS2;RFC3;SDF2L1;KIF11;CDC20;CCNA2;MARCKS;KIF4A;CKS2;KIF20A;KCTD12;SPC25;MAD2L1
NR1I3 KO MOUSE GSE40120 CREEDSID GENE 3055 UP	11/247	0.6597614827850952	0.871492656001165	0	0	0.9114446462900581	0.3790487731076392	RBM3;EGR1;LRRC59;GRN;STEAP4;SLC20A1;RNF149;ACOX1;LGALSL;GLUL;SREBF2
POU5F1 KD MOUSE GSE56853 CREEDSID GENE 1336 DOWN	8/182	0.6642616996665448	0.8768434208724146	0	0	0.8992225878761864	0.36785314999692675	EGR1;ZBTB8A;UCHL1;ZIC3;EN2;SHISA2;ZIC5;GLUL
NFYA KD MOUSE GSE56838 CREEDSID GENE 1341 UP	9/205	0.6697043151409072	0.8834301006355038	0	0	0.8979591836734694	0.3600088842140978	PGBD5;TNFRSF12A;NFYC;ID4;EN2;HMGA2;TLN1;TEAD1;RBM22
HSF1 KD HUMAN GSE12762 CREEDSID GENE 2142 UP	12/271	0.6707373239999014	0.8837329528905173	0	0	0.9058397683397683	0.3617721924716147	COX7B;LAMP2;RSRP1;NFE2L3;FIGNL2;PIN4;OMA1;DOC2B;PTRHD1;GTF2H5;TGFBR1;NUP37
PPARG OE MOUSE GSE10192 CREEDSID GENE 2732 DOWN	16/358	0.6708398273863947	0.8837329528905173	0	0	0.9144339230223397	0.3650647712007314	EGR1;SMIM13;NOP58;CPSF2;NRG1;ENO2;TMEM170B;SREBF2;ZCCHC14;PNN;INF2;SERTAD2;RNF149;RELL1;UTP20;NAA16
TAL1 OE HESC HUMAN GSE57395 RNASEQ DOWN	2/47	0.6732598390601675	0.8863225006790735	0	0	0.8697823596792669	0.34410671809724896	EEF1A1;ENO2
ESR1 KD HUMAN GSE37820 CREEDSID GENE 2326 UP	10/228	0.6750242859411777	0.8864382402033663	0	0	0.8969272730740621	0.35249834663491175	CCNA2;ASPM;BAMBI;PCDH7;KIF14;TNFAIP8L1;KIF20A;SHISA2;TVP23B;UBQLN2
GFI1B OE MOUSE GSE33709 CREEDSID GENE 772 UP	11/250	0.6751662181563778	0.8864382402033663	0	0	0.8998602397258783	0.3534618350447993	EGR1;PARP1;RUFY3;MGAT4A;CISD1;EN2;SLC39A6;GLCCI1;LAMC1;MCOLN2;ARSB
GFI1B OE MOUSE GSE33709 CREEDSID GENE 452 DOWN	11/250	0.6751662181563778	0.8864382402033663	0	0	0.8998602397258783	0.3534618350447993	EGR1;PARP1;RUFY3;MGAT4A;CISD1;EN2;SLC39A6;GLCCI1;LAMC1;MCOLN2;ARSB
PPARG DEFICIENCY MOUSE GSE23421 CREEDSID GENE 1231 DOWN	9/206	0.6752955667907187	0.8864382402033663	0	0	0.8933535746477537	0.3507349079562504	BAMBI;CAT;PNPO;ME1;TNNI1;METTL7B;SHISA2;HOXD10;PDK2
SOX2 DEFICIENCY HUMAN GSE42937 CREEDSID GENE 348 DOWN	12/272	0.6756195095758102	0.8864382402033663	0	0	0.9023076923076923	0.3538175997001301	LGI1;EGR1;GJA1;MRFAP1L1;INTU;CEP57L1;ID4;COMMD3;NRG1;OR52A1;ITGB3BP;PPIC
ESRRB MUT MOUSE GSE8434 CREEDSID GENE 1047 UP	8/185	0.6819625443545152	0.8941592231422439	0	0	0.8838408701971541	0.3383170881738296	EGR1;UCHL1;FOXG1;ANXA5;ID4;TMTC2;KIF20A;ENO2
REST SHRNA C2 HUMAN GSE90068 PBMPA RNASEQ DOWN	5/118	0.6849207604300505	0.8971057937849173	0	0	0.8655086894052402	0.32755360324406163	PGRMC1;SLC44A1;CYP1B1;DHCR24;NID1
NANOG OE MOUSE GSE48370 CREEDSID GENE 2979 DOWN	12/274	0.6852580072221552	0.8971057937849173	0	0	0.895324427480916	0.338396694152148	DDB1;LRRC59;STEAP4;NFYC;MYH9;QSOX1;KCTD12;SHB;HMGN2;SEPHS2;ARF5;ABCF1
NR2C2 KO HUMAN GSE52452 CREEDSID GENE 2714 UP	13/296	0.685589307295393	0.8971057937849173	0	0	0.8978912810384787	0.3389328652825479	EGR1;USP31;UPK3BL1;ATP1B3;NID1;HOXD10;GLI3;TGFBR1;IGF1R;NUDT21;CDH3;MAF;HPRT1
ATF6B KO MOUSE GSE35651 CREEDSID GENE 2660 DOWN	8/186	0.6877324003883254	0.8993069123040367	0	0	0.8788288498298289	0.3289943868064348	ACBD7;CCNA2;ASPM;BAMBI;GREB1;KIF11;MAD2L1;SPC25
IRF9 OE HUMAN GSE50002 CREEDSID GENE 1662 UP	11/253	0.6901579817715988	0.9012705638797787	0	0	0.8885630498533724	0.32951005512649034	TSNAX;WDR83OS;GJA1;MAP1LC3B;TMEM223;LIX1L;DHCR24;DCPS;RNF5;SOX4;PDK2
RUNX1 KO MOUSE GSE34292 CREEDSID GENE 2396 UP	11/253	0.6901579817715988	0.9012705638797787	0	0	0.8885630498533724	0.32951005512649034	GBP6;DDB1;SPCS3;LRRC59;FEN1;SERP1;SDF2L1;BHMT2;ME1;QSOX1;SP9
ZXDC KD HUMAN GSE45417 CREEDSID GENE 885 DOWN	15/341	0.6911460721672589	0.9019571818048977	0	0	0.8991864915283574	0.3321631632619547	ARHGAP18;SREK1IP1;SHISA2;SLC5A3;TMA16;GJA1;DNAJB6;PRKAR2B;SDHAF3;PXMP2;NFE2L3;PIGM;KCTD12;ZNF268;SPC25
TWIST1 OE MOUSE GSE50002 CREEDSID GENE 3025 UP	9/209	0.6917247462959291	0.9021089438658808	0	0	0.8798130841121495	0.32427021674752027	GJA1;STEAP4;VDR;CYP1B1;PLS3;FBXO45;HOXC9;HOXC8;EMC8
MAF SIRNA MACROPHAGE HUMAN GSE98368 RNASEQ UP	6/142	0.6936054062759046	0.9039573464557715	0	0	0.8628059919620021	0.31565934870336604	ANXA5;CYP1B1;TXN;GLUL;CTSD;RTN4
NCOA3 KD MOUSE GSE50017 CREEDSID GENE 1711 DOWN	14/321	0.6992972225732895	0.9103595008184111	0	0	0.8911548897336334	0.3187477605293656	BEX3;SLC15A1;DR1;CCDC127;MRPS25;UTP3;SLC39A11;GPALPP1;LDOC1;SAMM50;ZIC2;DNAJC8;KBTBD7;RBMX
ETS2 KD HUMAN GSE43459 CREEDSID GENE 156 UP	11/255	0.6999176069849393	0.9103595008184111	0	0	0.8811859231333481	0.3144006652163977	PRR14L;CAVIN1;ANXA5;SMARCA5;NFE2L3;ARHGAP18;SREK1IP1;TXNDC12;LAMC1;ZNF268;YWHAH
ETS2 KD HUMAN GSE43459 CREEDSID GENE 34 DOWN	11/255	0.6999176069849393	0.9103595008184111	0	0	0.8811859231333481	0.3144006652163977	PRR14L;CAVIN1;ANXA5;SMARCA5;NFE2L3;ARHGAP18;SREK1IP1;TXNDC12;LAMC1;ZNF268;YWHAH
PPARG OE MOUSE GSE10192 CREEDSID GENE 2733 DOWN	14/322	0.7036087821951783	0.9145507888492957	0	0	0.8882140823685709	0.3122363695144407	EGR1;ABCC4;PLA2G12A;NOP58;TNFRSF12A;ICE1;CPSF2;KIF11;ENO2;CCNA2;INF2;RELL1;UTP20;KIF20A
HMGA2 OE MOUSE GSE24071 CREEDSID GENE 2563 UP	10/234	0.7058836552500007	0.9168968118460397	0	0	0.8726239976239977	0.30393917001627757	LSM8;SHQ1;CCDC127;TMEM167A;TRMT12;JTB;MCOLN2;GAL3ST4;IQCG;ITGB3BP
FOXP3 DEFICIENCY MOUSE GSE35543 CREEDSID GENE 3037 DOWN	14/323	0.7078830001980145	0.9179339437932781	0	0	0.8852923093553857	0.3058476468174865	PPIL1;LAMC1;SH3RF1;TGFBR1;TMEM154;LAPTM4B;PNKD;REEP5;BAMBI;RFK;CHDH;PLS3;KCTD12;GLCCI1
FOXP3 INDUCTION MOUSE GSE35543 CREEDSID GENE 3036 UP	7/167	0.7079152541198571	0.9179339437932781	0	0	0.8554145077720208	0.2954865947587602	GJA1;MARCKS;STC2;RFLNB;REXO2;CTSD;SRM
ESR1 KD HUMAN GSE27473 CREEDSID GENE 480 UP	13/301	0.7080935855504272	0.9179339437932781	0	0	0.8820675472135326	0.3044712036202816	CAVIN1;GSTP1;LIX1L;ARHGAP18;ZFP82;ENO2;GJA1;COL4A2;DNAJB6;SDHAF3;COL4A1;PLS3;CTSC
SOX2 KO HUMAN GSE59234 CREEDSID GENE 2956 DOWN	11/257	0.7094861061180044	0.919128415030695	0	0	0.8739287496933242	0.29994490106673277	ACBD7;TRIM60;CPT1A;TSPAN13;GLDC;PRKAR2B;STC2;ZNF490;NFE2L3;SLC16A10;ENO2
MYC MYC  VS WT MOUSE GSE55272 CREEDSID GENE 1817 UP	10/235	0.7108426393107765	0.9202747108794459	0	0	0.8686994686994687	0.29649077436025756	LGI1;PGRMC2;STEAP4;ANXA5;TBC1D7;SMARCA5;NDUFAF2;ME1;CWC27;ITGB3BP
ESR1 KD HUMAN GSE37820 CREEDSID GENE 2326 DOWN	14/324	0.7121196371099305	0.9213165862078743	0	0	0.8823893864906728	0.2995794488515825	EIF5B;SLC20A1;GREB1;TMEM170B;SRM;PKIB;BOP1;YRDC;ZIC2;STC2;ZNF703;CCDC86;TTLL12;NR2C2AP
YY1 KD MOUSE GSE31784 CREEDSID GENE 1333 DOWN	11/258	0.7141979459414458	0.9233931030694239	0	0	0.8703442348767941	0.29295362205174286	YY1;NT5DC1;KRTCAP2;SMDT1;ECHS1;USP31;ZIC2;ZIC3;ISOC1;GPATCH1;NAALADL2
WT1 KO MOUSE GSE15325 CREEDSID GENE 2156 UP	16/369	0.7160801452036528	0.9252134856240574	0	0	0.8854172840091505	0.29569677502088304	POM121;DLX2;TNFRSF12A;FOXG1;PCDH7;CMTM6;SEMA3E;NID1;RNF5;PNN;NR4A1;UCHL1;COL4A2;COL4A1;HOXC8;TEAD1
GTF2I KO MOUSE GSE48790 CREEDSID GENE 1451 UP	9/214	0.7179326410463582	0.9269650620759959	0	0	0.8581262821974014	0.2843654832458023	ZBTB8A;STEAP4;PGBD5;BHMT2;ID4;SHISA2;ENO2;SLC5A3;MRPS6
HSF1 KD HUMAN GSE3697 CREEDSID GENE 778 DOWN	11/259	0.718861168078412	0.9269650620759959	0	0	0.8667886274378168	0.28611568384182506	DFFA;DNAJB6;SLC22A18;PXMP2;COTL1;QSOX1;MSX1;CTSD;CRK;IGF2R;DDA1
STAT1 KO MOUSE GSE33057 CREEDSID GENE 1529 DOWN	11/259	0.718861168078412	0.9269650620759959	0	0	0.8667886274378168	0.28611568384182506	RRP7A;DDB1;PPP1R15A;GSTM3;NR4A1;GDF15;DAPK2;SESN2;KLF9;ENO2;ACTB
RUNX1 KO MOUSE GSE34292 CREEDSID GENE 2397 DOWN	7/169	0.7194447019236876	0.9271047645000756	0	0	0.8447642806882876	0.27816027540488925	SRRM2;GSTP1;NAT8L;HOXB7;SFT2D1;HOXB6;HOXB5
HSF1 KD HUMAN GSE3697 CREEDSID GENE 777 DOWN	16/370	0.719998332462131	0.9272057733555232	0	0	0.8828688272699335	0.2900280451094881	ENO2;NID1;ADH5;IGF2R;DNAJB6;SCD;SLC22A18;OPA3;PXMP2;SUMO2;EIF4EBP2;MSX1;NPTX1;UBXN4;ZNF268;CRK
STAT3 ACTVATION MOUSE GSE21060 CREEDSID GENE 3063 UP	11/260	0.7234755437130322	0.9310691199103733	0	0	0.8632615790947348	0.27942787691926363	EGR1;SLC9A3R1;INF2;STEAP4;SHQ1;B3GALT1;GCNT2;DONSON;MYH9;LRRC8A;CTSC
TET1 KD MOUSE GSE26830 CREEDSID GENE 1353 DOWN	7/170	0.7250923573381929	0.9325347324764761	0	0	0.8395371753711179	0.26987446609312626	GCDH;SLC15A1;ZIC2;XRCC5;KIF14;SHISA2;ZIC5
SMAD3 KO MOUSE GSE28598 CREEDSID GENE 1159 UP	9/216	0.7279972931810271	0.9356539650831251	0	0	0.8497449094767258	0.26975827609343395	RPS26;GJA1;SDF2L1;RNF149;PLS3;SUCLG1;LAP3;CALR;HOXB6
NR1I2 KO MOUSE GSE23780 CREEDSID GENE 2165 DOWN	7/171	0.7306617437048561	0.9378428039264305	0	0	0.834373815240743	0.26183038909769224	DCLRE1C;PGBD5;KIF4A;GP2;MRI1;ESR2;SRM
STAT1 DEFICIENT MOUSE GSE48970 CREEDSID GENE 1521 DOWN	7/171	0.7306617437048561	0.9378428039264305	0	0	0.834373815240743	0.26183038909769224	GJA1;DLX2;GSTP1;DHCR24;SNRPC;SP9;YDJC
NFE2L2 DEFICIENCY MOUSE GSE7810 CREEDSID GENE 1048 UP	8/194	0.7314820484172512	0.9382784197646661	0	0	0.8406728238076117	0.2628637639663368	EEF1A1;EGR1;TUBA1B;GRN;KCTD12;CTSD;ACTB;CTSC
TP63 KD HUMAN GSE20286 CREEDSID GENE 2453 DOWN	11/262	0.7325569570000007	0.9390398312135357	0	0	0.8562917943211545	0.2664901521359501	PPP1R14B;RNASEH2A;EIF2S3;COL4A2;GDF15;COL4A1;STC2;SEC62;TLN1;TEAD1;ZFP36L2
FOXA1 OE HUMAN GSE49153 CREEDSID GENE 2703 UP	12/285	0.7351596558564137	0.9417573792356292	0	0	0.8587454212454212	0.26420812945985345	ABCC4;SUPT16H;STEAP4;RAB1B;PDAP1;IARS2;RRP1B;TENT2;SMIM10;HSPE1;POU4F1;GRHL2
OVOL2 KO MOUSE GSE53923 CREEDSID GENE 1486 UP	14/330	0.7367387764254385	0.9431609926548756	0	0	0.8653576808223884	0.26438571536390254	EGR1;ZBTB8A;LAMC1;NID1;PRDX6;SETX;NR4A1;RMND5A;LAMP2;ARL6IP5;GAS1;QSOX1;GLUL;ITM2B
GATA5 KO MOUSE GSE47425 CREEDSID GENE 413 UP	5/126	0.7387831647725634	0.9441732419499252	0	0	0.8079431145145163	0.2446054389592145	EGR1;ABCC4;SMIM4;MTHFD1;TMEM203
GATA5 KO MOUSE GSE47425 CREEDSID GENE 77 UP	5/126	0.7387831647725634	0.9441732419499252	0	0	0.8079431145145163	0.2446054389592145	EGR1;ABCC4;SMIM4;MTHFD1;TMEM203
NFKB1 KD HUMAN GSE65363 CREEDSID GENE 1558 DOWN	12/286	0.7394281429295401	0.9441732419499252	0	0	0.8555656934306569	0.2582766070087308	COX7B;ZIC2;GLDC;GTF3C6;MYH9;TMEM170B;HOXC9;SYNJ2BP;GLUL;COX7C;HOXD10;YDJC
MECP2 KO MOUSE GSE8720 CREEDSID GENE 2416 DOWN	10/241	0.7394652556122427	0.9441732419499252	0	0	0.8458658458658459	0.25530598092491874	PRDX3;PKIB;RIDA;MARCKS;SDF2L1;PNMA1;MMP17;KCTD12;SHISA2;YDJC
PBX1 OE MOUSE GSE22313 CREEDSID GENE 2627 UP	7/173	0.7415653409383669	0.9462354350364642	0	0	0.8242337224545851	0.24643929025078357	SLC30A8;GLDC;LDOC1;ZFP82;SNX22;XKR4;INHBE
LIN28A KD MOUSE GSE37113 CREEDSID GENE 1751 DOWN	9/219	0.742640547782203	0.9469880449170445	0	0	0.8374721851357365	0.2491841005092037	GABARAPL2;SLC15A1;ECHS1;SUCLA2;PRKAR2B;KMT2C;ID4;SLC39A11;NID1
OTX2 KO MOUSE GSE27630 CREEDSID GENE 78 UP	8/197	0.7467666235002764	0.9510063201364487	0	0	0.8271970844584953	0.2415436671150639	GBP6;GJA1;CHDH;MMP17;TNNI1;SEMA3E;HOXC8;PPIC
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 960 DOWN	8/197	0.7467666235002764	0.9510063201364487	0	0	0.8271970844584953	0.2415436671150639	GSTM3;UCHL1;GDF15;POP4;ME1;CYP1B1;MCM6;HOXA5
XBP1 KO MOUSE GSE52857 CREEDSID GENE 2766 DOWN	9/220	0.747400144753265	0.9511922259710504	0	0	0.8334588297825221	0.24266534574365578	CENPV;PRKAR2B;XRCC5;TBC1D7;TRMT12;TIMP2;NDUFA1;PLS3;ZFP82
SOX2 KO HUMAN GSE59234 CREEDSID GENE 2956 UP	14/333	0.748526237746655	0.9518482957912137	0	0	0.8570820871591155	0.24825298829113868	ANP32A;HMGA2;NID1;GRHL2;GLI3;NKD1;TMEM154;HOXA9;SERTAD2;BAMBI;CPE;TEAD1;HOXA5;HOXB6
HSF1 KD HUMAN GSE3697 CREEDSID GENE 781 DOWN	18/422	0.7488914064784793	0.9518482957912137	0	0	0.8697926396413226	0.2515103622775459	PARP1;SYNJ2BP;SLC5A3;RPAP2;DNAJB6;OPA3;SPIN1;RSRP1;CYP1B1;TMEM106B;NPTX1;TOP1;KCTD12;SPTSSA;MSX1;UBXN4;ZNF268;GLUL
POU5F1 KD HUMAN GSE21135 CREEDSID GENE 1328 UP	17/400	0.7494055053083241	0.9518816021201434	0	0	0.8665810014626878	0.24998699457286133	LGI1;CAVIN1;PCDH7;FIGNL2;FZD8;SHB;NKD1;INHBE;TMEM123;MARCKS;COL4A2;COL4A1;TNFAIP8L1;CYP1B1;CPE;MYH9;MSX1
NR5A2 KD HUMAN GSE47803 CREEDSID GENE 1819 UP	13/311	0.7500354554471316	0.9520619216508482	0	0	0.8520130729017223	0.2450686095144487	USP49;SAR1A;GDF15;TXNDC12;LAMC1;IER3IP1;IGF2R;GAL;BAMBI;PSME4;CYP1B1;DIP2B;HOXA5
MYC OE MOUSE GSE55272 CREEDSID GENE 1824 UP	5/128	0.7511384727686221	0.9525554451608436	0	0	0.7947217528018093	0.22742175678182777	LGI1;TNFRSF12A;BDH1;BHMT2;TNNI1
PPARA KO MOUSE GSE6864 CREEDSID GENE 1372 UP	8/198	0.751724498261145	0.9525554451608436	0	0	0.8227997379340467	0.2348150165763241	EEF1A1;RBM3;PGRMC1;PINK1;RMND5A;RFK;LAP3;SLC25A5
EGR3 KD HUMAN GSE52108 CREEDSID GENE 2231 UP	9/221	0.752098881173072	0.9525554451608436	0	0	0.8294833362722623	0.23630941136285166	RMI2;CYP1B1;CPE;LDOC1;METTL7B;RTL6;SHISA2;HOXA13;TMA16
TP63 KD HUMAN GSE20286 CREEDSID GENE 2453 UP	14/334	0.7523772121952127	0.9525554451608436	0	0	0.8543580375782881	0.2430797863312985	NSF;RNF38;CSTF2T;SLC5A3;RIDA;PGRMC2;SERTAD2;CYP1B1;GAS1;CPE;SPTSSA;GLUL;HOXA5;ATG2B
AHR KO MOUSE GSE10082 CREEDSID GENE 1465 DOWN	9/223	0.7613136980232105	0.9632445037894186	0	0	0.8216438116866102	0.22407030960987023	STEAP4;ALG6;DAPK2;TNFAIP8L1;ME1;MIEF2;GLUL;HDHD3;INHBE
KLF3 KO MOUSE GSE35592 CREEDSID GENE 2672 UP	14/337	0.7636944832152327	0.9656305487705242	0	0	0.8462870919162083	0.2281483882792138	DCTN6;PARP4;ANXA5;FBXO48;IQGAP1;RTN4;PDLIM1;TMEM123;PNMA1;REEP5;UVSSA;WDR91;NELFCD;PABPC1
MECOM OE MOUSE GSE34729 CREEDSID GENE 1428 DOWN	9/224	0.765829811641613	0.9677033435963647	0	0	0.8177787437513584	0.2181795350372879	GINS2;GAL;KIF4A;PCDH7;COTL1;CD300LD;SHISA2;MAD2L1;SRM
EGR2 KD MOUSE GSE53388 CREEDSID GENE 2344 UP	7/178	0.7674531252047759	0.9691268914398173	0	0	0.7999212192830955	0.21172144931731704	ACBD7;ABCC4;EID2;ALG6;KBTBD7;TMEM14A;COA7
TET1 DEPLETION HUMAN GSE51901 CREEDSID GENE 2987 DOWN	13/316	0.7694331552082462	0.9709987618443002	0	0	0.8377297583772976	0.21956997268618159	COX8A;ACBD7;TIMM8B;EDF1;MRPL46;COX6B1;B3GALT1;ATP5PO;SBDS;METTL7B;PPIL3;VPS25;SPC25
GATA6 KO MOUSE GSE52317 CREEDSID GENE 357 UP	9/225	0.770285129697379	0.971445564343624	0	0	0.8139494634821738	0.21243636122193296	NR4A1;UCHL1;KCNJ11;CPE;RELL1;MCM6;HSPE1;PTS;LSM3
