NM_001005484.2	NP_001005484.2
XM_024451869.2	XP_024307637.1
XM_017027805.2	XP_016883294.1
XM_047440104.1	XP_047296060.1
XM_017027623.2	XP_016883112.2
XM_005260266.4	XP_005260323.1
NM_007232.3	NP_009163.2
NM_001363878.2	NP_001350807.1
NM_144498.4	NP_653081.1
NM_014835.5	NP_055650.1
NM_001278649.3	NP_001265578.1
XM_011528503.2	XP_011526805.1
NM_001281438.1	NP_001268367.1
XM_047439841.1	XP_047295797.1
NM_175573.2	NP_783163.1
NM_001281437.1	NP_001268366.1
NM_007002.4	NP_008933.2
XM_047440149.1	XP_047296105.1
XM_011528819.3	XP_011527121.1
XM_047440148.1	XP_047296104.1
XM_011528818.3	XP_011527120.1
NM_005560.6	NP_005551.3
XM_006723796.4	XP_006723859.1
XM_047440150.1	XP_047296106.1
XM_006723798.4	XP_006723861.1
NM_001024.4	NP_001015.1
NM_031215.3	NP_112492.2
XM_047440530.1	XP_047296486.1
NM_080833.3	NP_543023.2
NM_080473.5	NP_536721.1
XM_006723699.3	XP_006723762.1
XM_005260203.4	XP_005260260.1
XM_011528792.4	XP_011527094.1
XM_017027827.3	XP_016883316.1
NM_016354.4	NP_057438.3
XM_047440126.1	XP_047296082.1
NM_002531.3	NP_002522.2
NM_018270.6	NP_060740.1
NM_007346.4	NP_031372.2
XM_047439894.1	XP_047295850.1
XM_047439893.1	XP_047295849.1
NM_001853.4	NP_001844.3
XM_047439895.1	XP_047295851.1
XM_017027666.2	XP_016883155.1
XM_024451813.2	XP_024307581.1
XM_005260185.5	XP_005260242.1
XM_024451812.2	XP_024307580.1
NM_006602.4	NP_006593.2
XM_047439840.1	XP_047295796.1
XM_011528497.4	XP_011526799.1
XM_024451808.2	XP_024307576.1
XM_024451810.2	XP_024307578.1
XM_047439838.1	XP_047295794.1
NM_001301726.2	NP_001288655.1
XM_024451809.2	XP_024307577.1
XM_024451811.2	XP_024307579.1
XM_047439839.1	XP_047295795.1
NM_033081.3	NP_149072.2
NM_001193369.2	NP_001180298.1
NM_080797.4	NP_542987.2
NM_001193370.2	NP_001180299.1
NM_022105.5	NP_071388.2
NM_080796.4	NP_542986.1
XM_047440247.1	XP_047296203.1
NM_017896.3	NP_060366.1
XM_047440246.1	XP_047296202.1
NM_001302643.2	NP_001289572.2
NM_022082.4	NP_071365.4
XM_011528978.3	XP_011527280.1
NM_080606.4	NP_542173.2
NM_017798.4	NP_060268.2
XM_024451914.2	XP_024307682.1
XM_047440495.1	XP_047296451.1
NM_139317.3	NP_647478.1
NM_022161.4	NP_071444.1
XM_017027636.3	XP_016883125.1
XM_047439871.1	XP_047295827.1
XM_047439872.1	XP_047295828.1
XM_005260192.3	XP_005260249.1
NM_152864.4	NP_690603.3
XM_011528527.3	XP_011526829.1
XM_011528529.4	XP_011526831.1
XM_017027637.3	XP_016883126.1
NM_001363718.1	NP_001350647.1
NM_001363747.1	NP_001350676.1
XM_011528528.4	XP_011526830.1
XM_024451824.2	XP_024307592.1
XM_047440633.1	XP_047296589.1
XM_047440287.1	XP_047296243.1
XM_047440288.1	XP_047296244.1
XM_011528901.2	XP_011527203.1
NM_175609.3	NP_783202.1
NM_001281482.2	NP_001268411.1
NM_018209.4	NP_060679.1
XM_006723823.3	XP_006723886.1
NM_001281484.2	NP_001268413.1
NM_001281483.2	NP_001268412.1
XM_047440289.1	XP_047296245.1
XM_047440290.1	XP_047296246.1
XM_047440291.1	XP_047296247.1
XM_017027950.2	XP_016883439.1
XM_011528937.2	XP_011527239.1
NM_020882.4	NP_065933.2
XM_011528938.2	XP_011527240.1
NM_001256573.2	NP_001243502.1
NM_000744.7	NP_000735.1
XM_047440145.1	XP_047296101.1
XM_047440144.1	XP_047296100.1
NM_004518.6	NP_004509.2
XM_011528811.3	XP_011527113.1
NM_172108.5	NP_742106.1
XM_017027844.3	XP_016883333.1
XM_017027841.3	XP_016883330.1
NM_172106.3	NP_742104.1
NM_001382235.1	NP_001369164.1
XM_017027842.3	XP_016883331.1
NM_172107.4	NP_742105.1
XM_017027843.2	XP_016883332.1
XM_017027845.2	XP_016883334.1
NM_172109.3	NP_742107.1
NM_001958.5	NP_001949.1
NM_024299.4	NP_077275.1
NM_001353423.2	NP_001340352.1
NM_001256358.2	NP_001243287.1
NM_005975.4	NP_005966.1
NM_080823.4	NP_543013.1
NM_024059.3	NP_076964.1
XM_047440468.1	XP_047296424.1
XM_047440466.1	XP_047296422.1
XM_047440467.1	XP_047296423.1
NM_001319153.2	NP_001306082.1
NM_001319152.2	NP_001306081.1
XM_011529041.3	XP_011527343.1
XM_017028060.2	XP_016883549.1
NM_001037335.2	NP_001032412.2
XM_024452006.2	XP_024307774.1
NM_033405.3	NP_208384.3
NM_012384.5	NP_036516.1
XM_047440106.1	XP_047296062.1
XM_005260202.5	XP_005260259.1
XM_047440105.1	XP_047296061.1
XM_006723776.3	XP_006723839.1
XM_011528779.3	XP_011527081.1
NM_015894.4	NP_056978.2
NM_001276310.2	NP_001263239.1
NM_001283010.1	NP_001269939.1
NM_032957.5	NP_116575.3
NM_001283009.2	NP_001269938.1
NM_016434.4	NP_057518.1
NM_003823.4	NP_003814.1
NM_001267546.3	NP_001254475.1
NM_001267545.3	NP_001254474.1
NM_003224.6	NP_003215.1
NM_001134758.4	NP_001128230.1
NM_001267544.3	NP_001254473.1
NM_001267547.3	NP_001254476.1
NM_001267549.3	NP_001254478.1
XM_011528483.2	XP_011526785.1
XM_011528482.4	XP_011526784.1
NM_001267548.3	NP_001254477.1
XM_047439821.1	XP_047295777.1
XM_047439823.1	XP_047295779.1
XM_047439822.1	XP_047295778.1
NM_001083113.2	NP_001076582.1
NM_032527.5	NP_115916.3
NM_001195654.2	NP_001182583.1
NM_001195653.2	NP_001182582.1
NM_181485.3	NP_852150.2
NM_001305654.2	NP_001292583.1
NM_017806.4	NP_060276.2
NM_001305655.2	NP_001292584.1
NM_020062.4	NP_064446.2
XM_011528548.3	XP_011526850.1
XM_005260197.5	XP_005260254.1
NM_001369741.1	NP_001356670.1
XM_005260198.5	XP_005260255.1
XM_006723700.4	XP_006723763.1
XM_047439901.1	XP_047295857.1
NM_025224.4	NP_079500.2
XM_005260195.5	XP_005260252.1
XM_017027667.2	XP_016883156.1
XM_011528549.3	XP_011526851.1
NM_080622.4	NP_542189.1
NM_199360.3	NP_955392.1
NM_199362.3	NP_955394.1
NM_003288.4	NP_003279.2
NM_001243895.2	NP_001230824.1
NM_199361.3	NP_955393.1
NM_199363.3	NP_955395.1
NM_199359.3	NP_955391.1
NM_001243894.2	NP_001230823.1
NM_001243891.2	NP_001230820.1
NM_001243892.2	NP_001230821.1
XM_047440509.1	XP_047296465.1
NM_025219.3	NP_079495.1
XM_047440511.1	XP_047296467.1
XM_047440508.1	XP_047296464.1
XM_047440510.1	XP_047296466.1
XM_011529048.3	XP_011527350.1
XM_047440512.1	XP_047296468.1
XM_047440634.1	XP_047296590.1
NM_001353481.2	NP_001340410.1
NM_001353476.2	NP_001340405.1
XM_047440228.1	XP_047296184.1
NM_001353477.2	NP_001340406.1
NM_001353480.2	NP_001340409.1
XM_047440227.1	XP_047296183.1
XM_047440226.1	XP_047296182.1
NM_001353482.2	NP_001340411.1
NM_001353475.2	NP_001340404.1
XM_006723809.2	XP_006723872.1
NM_017859.4	NP_060329.2
XM_006723807.3	XP_006723870.1
XM_006723806.3	XP_006723869.1
XM_005260216.3	XP_005260273.1
XM_047440232.1	XP_047296188.1
NM_001353478.2	NP_001340407.1
NM_001353479.2	NP_001340408.1
XM_047440230.1	XP_047296186.1
NM_001193379.2	NP_001180308.1
XM_047440229.1	XP_047296185.1
XM_047440231.1	XP_047296187.1
XM_047440233.1	XP_047296189.1
XM_047440244.1	XP_047296200.1
XM_047440243.1	XP_047296199.1
XM_047440234.1	XP_047296190.1
XM_047440235.1	XP_047296191.1
XM_047440236.1	XP_047296192.1
XM_047440237.1	XP_047296193.1
XM_047440239.1	XP_047296195.1
XM_047440240.1	XP_047296196.1
XM_047440242.1	XP_047296198.1
XM_047440241.1	XP_047296197.1
XM_017027894.3	XP_016883383.1
XM_047440238.1	XP_047296194.1
NM_020713.3	NP_065764.1
XM_047440326.1	XP_047296282.1
XM_047440327.1	XP_047296283.1
XM_011528930.3	XP_011527232.1
XM_047440328.1	XP_047296284.1
XM_047440329.1	XP_047296285.1
XM_011528933.3	XP_011527235.1
XM_011528565.3	XP_011526867.2
NM_080621.5	NP_542188.1
XM_006723705.4	XP_006723768.1
XM_005260199.5	XP_005260256.1
NM_012469.4	NP_036601.2
XM_006723769.4	XP_006723832.1
NM_001348090.2	NP_001335019.1
NM_001387010.1	NP_001373939.1
NM_018419.3	NP_060889.1
XM_047440438.1	XP_047296394.1
XM_024451981.2	XP_024307749.1
XM_047440432.1	XP_047296388.1
XM_047440433.1	XP_047296389.1
XM_024451976.2	XP_024307744.1
XM_047440436.1	XP_047296392.1
XM_024451984.1	XP_024307752.1
XM_047440434.1	XP_047296390.1
XM_047440437.1	XP_047296393.1
NM_198723.2	NP_942016.1
XM_047440431.1	XP_047296387.1
XM_047440441.1	XP_047296397.1
XM_047440435.1	XP_047296391.1
XM_024451983.2	XP_024307751.1
XM_047440439.1	XP_047296395.1
XM_024451985.2	XP_024307753.1
XM_047440440.1	XP_047296396.1
XM_005260229.5	XP_005260286.1
NM_003195.6	NP_003186.1
XM_047440430.1	XP_047296386.1
XM_047440442.1	XP_047296398.1
XM_024451986.2	XP_024307754.1
XM_005260183.3	XP_005260240.1
NM_001039467.2	NP_001034556.1
XM_047439824.1	XP_047295780.1
XM_005260182.4	XP_005260239.1
NM_005873.3	NP_005864.1
XM_011528485.3	XP_011526787.1
XM_011528484.3	XP_011526786.1
XM_047440155.1	XP_047296111.1
XM_047440156.1	XP_047296112.1
XM_047440157.1	XP_047296113.1
NM_182647.4	NP_872588.1
NM_001318853.2	NP_001305782.1
NM_000913.6	NP_000904.1
XM_047440154.1	XP_047296110.1
XM_011528828.4	XP_011527130.1
XM_011528830.4	XP_011527132.1
NM_001200019.2	NP_001186948.1
XM_047440153.1	XP_047296109.1
NM_001318855.1	NP_001305784.1
NM_001318854.1	NP_001305783.1
NM_001386971.1	NP_001373900.1
XM_024451849.2	XP_024307617.1
XM_047439963.1	XP_047295919.1
XM_024451850.2	XP_024307618.1
NM_001353425.2	NP_001340354.1
NM_001007125.3	NP_001007126.1
NM_005286.4	NP_005277.2
NM_004535.3	NP_004526.1
NM_018257.3	NP_060727.2
NM_001104925.2	NP_001098395.1
XM_047441064.1	XP_047297020.1
XM_047441065.1	XP_047297021.1
XM_047440643.1	XP_047296599.1
XM_011546078.3	XP_011544380.1
XM_047440644.1	XP_047296600.1
XM_047440646.1	XP_047296602.1
XM_006723899.3	XP_006723962.1
XM_011546079.2	XP_011544381.1
XM_047440645.1	XP_047296601.1
XM_047440647.1	XP_047296603.1
NM_001363770.2	NP_001350699.1
XM_047440648.1	XP_047296604.1
XM_047440642.1	XP_047296598.1
NM_001363761.2	NP_001350690.1
NM_001363760.2	NP_001350689.1
NM_001363758.2	NP_001350687.1
NM_001368238.1	NP_001355167.1
XM_011546082.4	XP_011544384.4
XM_006723918.5	XP_006723981.1
NM_001320643.3	NP_001307572.1
XM_017028208.2	XP_016883697.1
XM_047441061.1	XP_047297017.1
XM_047441062.1	XP_047297018.1
NM_001354007.1	NP_001340936.1
NM_001354006.1	NP_001340935.1
XM_047440651.1	XP_047296607.1
XM_047440652.1	XP_047296608.1
NM_001321073.3	NP_001308002.1
NM_001354008.1	NP_001340937.1
XM_047440650.1	XP_047296606.1
XM_047440656.1	XP_047296612.1
XM_047440653.1	XP_047296609.1
XM_047440655.1	XP_047296611.1
NM_001354010.1	NP_001340939.1
NM_001354015.1	NP_001340944.1
NM_001354014.1	NP_001340943.1
NM_001354009.3	NP_001340938.1
XM_047440657.1	XP_047296613.1
XM_047440654.1	XP_047296610.1
XM_047440649.1	XP_047296605.1
NM_001354012.1	NP_001340941.1
XM_017028210.2	XP_016883699.1
XM_017028209.1	XP_016883698.1
XM_017028219.2	XP_016883708.1
NM_001320646.2	NP_001307575.1
NM_001320650.2	NP_001307579.1
XM_017028220.2	XP_016883709.1
NM_001320648.2	NP_001307577.1
NM_001320651.2	NP_001307580.1
XM_024452037.2	XP_024307805.1
XM_024452039.2	XP_024307807.1
XM_024452038.2	XP_024307806.1
NM_001314050.5	NP_001300979.1
NM_001320719.1	NP_001307648.1
NM_001394152.1	NP_001381081.1
NM_001394150.1	NP_001381079.1
XM_047440641.1	XP_047296597.1
NM_001313692.1	NP_001300621.1
NM_001394151.1	NP_001381080.1
XM_017028205.2	XP_016883694.1
NM_001394153.1	NP_001381082.1
NM_001364711.1	NP_001351640.1
XM_047441056.1	XP_047297012.1
NM_001386820.1	NP_001373749.1
NM_001369869.1	NP_001356798.1
NM_001330065.1	NP_001316994.1
XM_006723946.3	XP_006724009.1
XM_011544009.3	XP_011542311.1
NM_199261.4	NP_954870.3
NM_199259.4	NP_954868.2
NM_199260.4	NP_954869.2
NM_001290224.2	NP_001277153.2
NM_174981.6	NP_778146.2
XM_006723997.4	XP_006724060.1
XM_011529550.3	XP_011527852.1
NM_198996.4	NP_945347.3
NM_001379566.1	NP_001366495.1
NM_001302999.2	NP_001289928.1
NM_001379565.1	NP_001366494.1
NM_001303000.2	NP_001289929.1
NM_001303001.2	NP_001289930.1
NM_001302998.2	NP_001289927.1
XM_006723965.4	XP_006724028.1
XM_017028387.2	XP_016883876.1
NM_001320602.2	NP_001307531.1
NM_144770.5	NP_658983.3
XM_047440851.1	XP_047296807.1
XM_005260997.6	XP_005261054.1
XM_017028384.3	XP_016883873.1
NM_006948.5	NP_008879.3
NM_001395858.1	NP_001382787.1
NM_001395857.1	NP_001382786.1
NM_001256370.2	NP_001243299.1
XM_011529685.1	XP_011527987.1
NM_022136.5	NP_071419.3
NM_001286523.2	NP_001273452.1
XM_047440942.1	XP_047296898.1
XM_011529684.3	XP_011527986.1
XM_011529686.2	XP_011527988.1
XM_047440941.1	XP_047296897.1
NM_001256579.3	NP_001243508.3
NM_001395856.1	NP_001382785.1
XM_011529752.2	XP_011528054.1
XM_047440998.1	XP_047296954.1
XM_047440999.1	XP_047296955.1
XM_011529747.2	XP_011528049.1
XM_047440992.1	XP_047296948.1
XM_047440990.1	XP_047296946.1
XM_017028475.2	XP_016883964.1
XM_047440994.1	XP_047296950.1
XM_005261065.4	XP_005261122.1
XM_005261063.4	XP_005261120.1
XM_017028476.2	XP_016883965.1
NM_003489.4	NP_003480.2
XM_047440991.1	XP_047296947.1
XM_011529749.3	XP_011528051.1
XM_011529748.3	XP_011528050.1
XM_011529751.3	XP_011528053.1
XM_017028473.2	XP_016883962.1
XM_047440993.1	XP_047296949.1
XM_047440996.1	XP_047296952.1
XM_047440997.1	XP_047296953.1
XM_047440995.1	XP_047296951.1
NM_001352560.2	NP_001339489.1
NM_001388301.1	NP_001375230.1
NM_001388302.1	NP_001375231.1
NM_001283041.3	NP_001269970.1
NM_001283042.3	NP_001269971.1
NM_013396.6	NP_037528.3
NM_001388300.1	NP_001375229.1
NM_001352561.2	NP_001339490.1
NM_001388299.1	NP_001375228.1
XM_011529529.2	XP_011527831.1
XM_047440749.1	XP_047296705.1
XM_047440751.1	XP_047296707.1
XM_011529535.3	XP_011527837.1
XM_047440745.1	XP_047296701.1
XM_047440746.1	XP_047296702.1
XM_047440748.1	XP_047296704.1
XM_047440747.1	XP_047296703.1
XM_005260949.5	XP_005261006.1
XM_047440750.1	XP_047296706.1
XM_011529476.3	XP_011527778.1
XM_011529478.3	XP_011527780.1
XM_011529479.2	XP_011527781.1
NM_001207066.2	NP_001193995.1
XM_011529477.3	XP_011527779.1
NM_001338.5	NP_001329.1
NM_001207063.2	NP_001193992.1
NM_001207064.2	NP_001193993.1
NM_001207065.2	NP_001193994.1
NM_006806.5	NP_006797.3
NM_001130914.2	NP_001124386.1
XM_047440673.1	XP_047296629.1
XM_011529441.2	XP_011527743.1
XM_047440672.1	XP_047296628.1
XM_047440670.1	XP_047296626.1
XM_047440671.1	XP_047296627.1
NM_001100421.2	NP_001093891.1
NM_017447.4	NP_059143.3
NM_001100420.2	NP_001093890.1
NM_001204176.2	NP_001191105.1
NM_001204178.2	NP_001191107.1
NM_001204175.2	NP_001191104.1
NM_001204177.2	NP_001191106.1
XM_047440682.1	XP_047296638.1
NM_024944.3	NP_079220.2
XM_011529453.3	XP_011527755.1
NM_001204174.2	NP_001191103.1
XM_017028273.2	XP_016883762.1
XM_047440913.1	XP_047296869.1
XM_047440912.1	XP_047296868.1
XM_011529655.2	XP_011527957.1
XM_011529656.3	XP_011527958.1
NM_002772.3	NP_002763.3
XM_011529658.3	XP_011527960.1
NM_001352592.2	NP_001339521.1
NM_001352591.2	NP_001339520.1
NM_004540.5	NP_004531.2
NM_001352595.2	NP_001339524.1
XM_047440785.1	XP_047296741.1
NM_001352593.2	NP_001339522.1
XM_024452081.2	XP_024307849.1
NM_001352594.2	NP_001339523.1
NM_001352596.2	NP_001339525.1
XM_011529575.4	XP_011527877.1
XM_047440784.1	XP_047296740.1
XM_011529581.4	XP_011527883.1
XM_011529580.4	XP_011527882.1
XM_011529582.4	XP_011527884.1
NM_001352597.2	NP_001339526.1
XM_017028356.3	XP_016883845.1
XM_011529585.3	XP_011527887.1
XM_011529651.3	XP_011527953.1
NM_017446.4	NP_059142.3
NM_080794.4	NP_542984.3
XM_006724026.5	XP_006724089.1
NM_021219.4	NP_067042.1
NM_001270407.2	NP_001257336.1
NM_001270408.2	NP_001257337.1
XM_047441038.1	XP_047296994.1
XM_017028497.3	XP_016883986.1
XM_017028499.3	XP_016883988.1
XM_047441036.1	XP_047296992.1
XM_017028495.3	XP_016883984.1
XM_047441037.1	XP_047296993.1
XM_047441035.1	XP_047296991.1
XM_047441034.1	XP_047296990.1
XM_047441039.1	XP_047296995.1
XM_047441040.1	XP_047296996.1
XM_047441041.1	XP_047296997.1
NM_003895.4	NP_003886.3
XM_047441047.1	XP_047297003.1
XM_047441046.1	XP_047297002.1
NM_203446.3	NP_982271.3
XM_047441050.1	XP_047297006.1
NM_001160302.2	NP_001153774.1
NM_001160306.2	NP_001153778.1
XM_047441045.1	XP_047297001.1
XM_047441043.1	XP_047296999.1
XM_047441048.1	XP_047297004.1
XM_047441044.1	XP_047297000.1
XM_047441042.1	XP_047296998.1
XM_047441049.1	XP_047297005.1
XM_006724066.3	XP_006724129.1
NM_016631.4	NP_057715.2
XM_047441051.1	XP_047297007.1
NM_013329.4	NP_037461.2
XM_011529804.4	XP_011528106.1
XM_047441052.1	XP_047297008.1
NM_001162496.3	NP_001155968.2
NM_019596.6	NP_062542.5
NM_001162495.3	NP_001155967.2
NM_005806.4	NP_005797.1
XM_005260908.2	XP_005260965.1
NM_138983.3	NP_620450.2
NM_001414505.1	NP_001401434.1
NM_000874.5	NP_000865.2
NM_001289125.3	NP_001276054.1
NM_001289128.2	NP_001276057.1
NM_207584.3	NP_997467.1
NM_207585.3	NP_997468.1
NM_001385055.1	NP_001371984.1
NM_001385054.1	NP_001371983.1
NM_001289126.2	NP_001276055.1
NM_001405849.1	NP_001392778.1
NM_001405850.1	NP_001392779.1
NM_000628.5	NP_000619.3
NM_001406840.1	NP_001393769.1
NM_001384504.1	NP_001371433.1
NM_001384500.1	NP_001371429.1
NM_000629.3	NP_000620.2
NM_001384498.1	NP_001371427.1
NM_001384503.1	NP_001371432.1
NM_001384499.1	NP_001371428.1
NM_001384501.1	NP_001371430.1
NM_001384502.1	NP_001371431.1
NM_001329128.2	NP_001316057.1
NM_005534.4	NP_005525.2
XM_011529746.3	XP_011528048.1
XM_047440989.1	XP_047296945.1
NM_006134.7	NP_006125.2
XM_047440988.1	XP_047296944.1
NM_001320746.3	NP_001307675.1
NM_001040192.3	NP_001035282.1
NM_017833.5	NP_060303.2
XM_047440743.1	XP_047296699.1
XM_006723990.3	XP_006724053.1
NM_001136006.1	NP_001129478.1
NM_001136005.1	NP_001129477.1
XM_011529526.3	XP_011527828.1
XM_006723989.3	XP_006724052.1
XM_005260941.3	XP_005260998.1
NM_000819.5	NP_000810.1
NM_175085.3	NP_780294.1
NM_138927.4	NP_620305.3
NM_001291412.3	NP_001278341.1
NM_032195.3	NP_115571.3
NM_001291411.2	NP_001278340.2
NM_017613.4	NP_060083.1
NM_145858.3	NP_665857.2
XM_017028428.2	XP_016883917.1
NM_003024.3	NP_003015.2
XM_017028431.3	XP_016883920.1
XM_017028433.3	XP_016883922.1
NM_001331010.2	NP_001317939.1
XM_017028432.3	XP_016883921.1
XM_017028434.3	XP_016883923.1
XM_017028429.3	XP_016883918.1
XM_017028435.3	XP_016883924.1
XM_017028430.3	XP_016883919.1
XM_017028436.3	XP_016883925.1
XM_047440945.1	XP_047296901.1
NM_001001132.2	NP_001001132.1
NM_001331008.2	NP_001317937.1
NM_001331009.2	NP_001317938.1
NM_001331011.2	NP_001317940.1
XM_017028438.3	XP_016883927.1
XM_017028440.3	XP_016883929.1
NM_001331012.2	NP_001317941.1
XM_011529692.3	XP_011527994.1
XM_047440949.1	XP_047296905.1
XM_047440950.1	XP_047296906.1
XM_017028441.3	XP_016883930.1
XM_011529693.4	XP_011527995.1
XM_047440951.1	XP_047296907.1
XM_047440943.1	XP_047296899.1
XM_047440944.1	XP_047296900.1
XM_047440947.1	XP_047296903.1
XM_047440946.1	XP_047296902.1
XM_047440948.1	XP_047296904.1
NM_001697.3	NP_001688.1
NM_032476.4	NP_115865.1
NM_006933.7	NP_008864.4
NM_172201.2	NP_751951.1
NM_001376899.1	NP_001363828.1
NM_058182.5	NP_478062.1
NM_001282537.2	NP_001269466.1
NM_001367348.2	NP_001354277.1
XM_047440764.1	XP_047296720.1
NM_001270403.2	NP_001257332.1
NM_000219.6	NP_000210.2
NM_001270404.3	NP_001257333.1
NM_001270402.3	NP_001257331.1
NM_001270405.3	NP_001257334.1
NM_001127669.4	NP_001121141.1
NM_001127668.4	NP_001121140.1
NM_001127670.4	NP_001121142.1
NM_004414.7	NP_004405.3
NM_203417.2	NP_981962.1
NM_001285389.2	NP_001272318.1
NM_203418.3	NP_981963.1
NM_001285392.2	NP_001272321.1
NM_001285391.2	NP_001272320.2
NM_001285393.2	NP_001272322.1
NM_001331016.2	NP_001317945.1
NM_001317009.2	NP_001303938.1
NM_053277.3	NP_444507.1
XM_011529768.3	XP_011528070.1
XM_011529767.3	XP_011528069.1
XM_005261069.5	XP_005261126.1
NM_001754.5	NP_001745.2
XM_047441015.1	XP_047296971.1
XM_047441010.1	XP_047296966.1
XM_047441012.1	XP_047296968.1
XM_011529766.3	XP_011528068.1
XM_047441014.1	XP_047296970.1
XM_047441009.1	XP_047296965.1
XM_047441011.1	XP_047296967.1
XM_047441007.1	XP_047296963.1
XM_047441013.1	XP_047296969.1
XM_005261068.4	XP_005261125.1
NM_001001890.3	NP_001001890.1
XM_011529770.3	XP_011528072.1
NM_001122607.2	NP_001116079.1
XM_047441016.1	XP_047296972.1
NM_017438.5	NP_059134.1
XM_011529643.2	XP_011527945.1
XM_047440906.1	XP_047296862.1
XM_011529636.3	XP_011527938.1
XM_047440904.1	XP_047296860.1
NM_001286752.2	NP_001273681.1
XM_011529640.4	XP_011527942.1
XM_047440905.1	XP_047296861.1
XM_011529644.2	XP_011527946.1
XM_047440907.1	XP_047296863.1
XM_011529637.3	XP_011527939.1
XM_011529639.2	XP_011527941.1
XM_011529638.3	XP_011527940.1
XM_047440909.1	XP_047296865.1
XM_047440908.1	XP_047296864.1
XM_017028405.3	XP_016883894.1
XM_024452122.2	XP_024307890.1
XM_024452121.2	XP_024307889.1
XM_047440911.1	XP_047296867.1
NM_001007259.3	NP_001007260.1
NM_001007261.3	NP_001007262.1
XM_047440910.1	XP_047296866.1
NM_001286789.2	NP_001273718.1
NM_001757.4	NP_001748.1
NM_001236.4	NP_001227.1
XM_011529772.3	XP_011528074.1
NM_001320714.2	NP_001307643.1
NM_005128.4	NP_005119.2
XM_017028509.2	XP_016883998.1
NM_001320446.2	NP_001307375.1
NM_015358.3	NP_056173.1
NM_001320445.2	NP_001307374.1
NM_005441.3	NP_005432.1
XM_047441000.1	XP_047296956.1
NM_001146077.2	NP_001139549.1
NM_001146078.3	NP_001139550.1
NM_001146079.2	NP_001139551.1
NM_144492.3	NP_652763.1
XM_047440736.1	XP_047296692.1
XM_047440735.1	XP_047296691.1
NM_012130.4	NP_036262.1
NM_005069.6	NP_005060.1
NM_009586.5	NP_033664.2
XM_047440953.1	XP_047296909.1
XM_017028442.3	XP_016883931.1
XM_047440952.1	XP_047296908.1
XM_011529694.2	XP_011527996.1
XM_024452065.2	XP_024307833.1
NM_001352517.1	NP_001339446.1
NM_001242785.2	NP_001229714.1
XM_047440752.1	XP_047296708.1
XM_047440754.1	XP_047296710.1
NM_001352515.2	NP_001339444.1
NM_000411.8	NP_000402.3
NM_001352516.2	NP_001339445.1
NM_001352514.2	NP_001339443.1
NM_001242784.3	NP_001229713.1
NM_001352518.2	NP_001339447.1
XM_047440753.1	XP_047296709.1
XM_047440756.1	XP_047296712.1
XM_011529540.3	XP_011527842.1
XM_047440755.1	XP_047296711.1
NM_001317768.2	NP_001304697.1
NM_001317777.1	NP_001304706.1
NM_018962.3	NP_061835.1
NM_153681.2	NP_710148.1
NM_153682.3	NP_710149.1
NM_016430.4	NP_057514.2
NM_001320480.2	NP_001307409.1
NM_001320703.2	NP_001307632.1
NM_001353936.2	NP_001340865.1
NM_001320704.2	NP_001307633.1
NM_001330683.2	NP_001317612.1
NM_001330682.2	NP_001317611.1
NM_001353938.2	NP_001340867.1
NM_001001894.3	NP_001001894.1
NM_001353937.2	NP_001340866.1
NM_001330681.2	NP_001317610.1
NM_003316.4	NP_003307.3
NM_001331018.1	NP_001317947.1
XM_047440658.1	XP_047296614.1
NM_001331021.1	NP_001317950.1
NM_001331022.1	NP_001317951.1
NM_006052.2	NP_006043.1
NM_001396.5	NP_001387.2
NM_001347722.2	NP_001334651.1
NM_001347721.2	NP_001334650.1
NM_001347723.2	NP_001334652.1
NM_101395.2	NP_567824.1
NM_130436.2	NP_569120.1
NM_130438.2	NP_569122.1
NM_002240.5	NP_002231.1
NM_001276439.2	NP_001263368.1
NM_001276437.2	NP_001263366.1
NM_001276438.2	NP_001263367.1
NM_001276436.2	NP_001263365.1
NM_001276435.2	NP_001263364.1
NM_002243.5	NP_002234.2
NM_170736.3	NP_733932.1
NM_170737.3	NP_733933.1
NM_001243432.2	NP_001230361.1
NM_004449.4	NP_004440.1
NM_001136154.1	NP_001129626.1
NM_001243428.1	NP_001230357.1
NM_001243429.1	NP_001230358.1
NM_001136155.1	NP_001129627.1
NM_001331025.2	NP_001317954.1
NM_182918.4	NP_891548.1
NM_001291391.1	NP_001278320.1
NM_001256295.2	NP_001243224.1
XM_005260935.2	XP_005260992.1
NM_005239.6	NP_005230.1
XM_017028290.2	XP_016883779.1
XM_024452135.2	XP_024307903.1
NM_003720.4	NP_003711.1
NM_203433.2	NP_982257.1
NM_001261824.1	NP_001248753.1
NM_001320795.1	NP_001307724.1
XM_017028373.2	XP_016883862.1
XM_011529611.2	XP_011527913.1
NM_018963.5	NP_061836.2
XM_011529612.2	XP_011527914.1
XM_011529613.2	XP_011527915.1
NM_033656.4	NP_387505.1
XM_017028375.2	XP_016883864.1
XM_047440841.1	XP_047296797.1
NM_001007246.3	NP_001007247.1
NM_004965.7	NP_004956.5
XM_047440757.1	XP_047296713.1
XM_047440758.1	XP_047296714.1
XM_024452071.2	XP_024307839.1
NM_001317744.2	NP_001304673.1
NM_001350300.2	NP_001337229.1
NM_001350296.2	NP_001337225.1
NM_001350295.2	NP_001337224.1
NM_001350294.2	NP_001337223.1
